*******************************************************************************,,,,,,
 1785-Dec-10 23:59,2373362.499, ,m,206.2569748,-2.6762988,183.1
 1786-Dec-10 23:59,2373727.499, , ,205.6354053,-2.5260658,183.1301
 1787-Dec-10 23:59,2374092.499, , ,205.0140206,-2.4114572,183.2093
 1788-Dec-10 23:59,2374458.499, ,m,204.3912375,-2.781253,183.2978
 1789-Dec-10 23:59,2374823.499, , ,203.770329,-2.6374406,183.371
 1790-Dec-10 23:59,2375188.499, ,m,203.1490334,-2.5348313,183.4305
 1791-Dec-10 23:59,2375553.499, ,m,202.526706,-2.4026613,183.465
 1792-Dec-10 23:59,2375919.499, , ,201.9014226,-2.7714839,183.469
 1793-Dec-10 23:59,2376284.499, ,m,201.2758749,-2.6717572,183.4357
 1794-Dec-10 23:59,2376649.499, , ,200.6482318,-2.5328457,183.3569
 1795-Dec-10 23:59,2377014.499, , ,200.0185934,-2.4204158,183.2612
 1796-Dec-10 23:59,2377380.499, ,m,199.3855507,-2.805018,183.1887
 1797-Dec-10 23:59,2377745.499, , ,198.7533043,-2.6585956,183.1819
 1798-Dec-10 23:59,2378110.499, ,m,198.1208761,-2.5504912,183.2458
 1799-Dec-10 23:59,2378475.499, ,m,197.4886145,-2.4183352,183.3396
 1800-Dec-10 23:59,2378840.499, , ,196.8568213,-2.2746664,183.4295
 1801-Dec-10 23:59,2379205.499, ,m,196.2250464,-2.1716237,183.5091
 1802-Dec-10 23:59,2379570.499, ,m,195.592723,-2.032441,183.5682
 1803-Dec-10 23:59,2379935.499, , ,194.9593808,-1.9078713,183.609
 1804-Dec-10 23:59,2380301.499, ,m,194.3229304,-2.3032788,183.6176
 1805-Dec-10 23:59,2380666.499, , ,193.6858016,-2.1626044,183.5809
 1806-Dec-10 23:59,2381031.499, , ,193.0463915,-2.0583369,183.5025
 1807-Dec-10 23:59,2381396.499, ,m,192.4045406,-1.9465962,183.3935
 1808-Dec-10 23:59,2381762.499, , ,191.759551,-2.3007662,183.3037
 1809-Dec-10 23:59,2382127.499, ,m,191.1147902,-2.1976968,183.2795
 1810-Dec-10 23:59,2382492.499, ,m,190.4695307,-2.0615503,183.3199
 1811-Dec-10 23:59,2382857.499, , ,189.8243916,-1.9240725,183.3969
 1812-Dec-10 23:59,2383223.499, ,m,189.1779137,-2.3136398,183.4795
 1813-Dec-10 23:59,2383588.499, , ,188.5325732,-2.168885,183.5477
 1814-Dec-10 23:59,2383953.499, , ,187.8865284,-2.0520003,183.6027
 1815-Dec-10 23:59,2384318.499, ,m,187.2389747,-1.9455971,183.6296
 1816-Dec-10 23:59,2384684.499, , ,186.5882532,-2.2999044,183.622
 1817-Dec-10 23:59,2385049.499, , ,185.9367182,-2.2008859,183.5723
 1818-Dec-10 23:59,2385414.499, ,m,185.2826642,-2.0815067,183.477
 1819-Dec-10 23:59,2385779.499, , ,184.6264012,-1.9472121,183.3702
 1820-Dec-10 23:59,2386145.499, ,m,183.96695,-2.3443917,183.2977
 1821-Dec-10 23:59,2386510.499, ,m,183.3078585,-2.2029018,183.2961
 1822-Dec-10 23:59,2386875.499, , ,182.6486123,-2.0750645,183.362
 1823-Dec-10 23:59,2387240.499, ,m,181.989398,-1.9643444,183.4529
 1824-Dec-10 23:59,2387606.499, , ,181.3290238,-2.309596,183.5384
 1825-Dec-10 23:59,2387971.499, , ,180.6699183,-2.198108,183.6125
 1826-Dec-10 23:59,2388336.499, ,m,180.0099518,-2.07885,183.6649
 1827-Dec-10 23:59,2388701.499, , ,179.3487116,-1.9407176,183.6971
 1828-Dec-10 23:59,2389067.499, ,m,178.6842423,-2.3383713,183.6972
 1829-Dec-10 23:59,2389432.499, ,m,178.0188845,-2.2112936,183.6557
 1830-Dec-10 23:59,2389797.499, , ,177.351215,-2.0869968,183.5817
 1831-Dec-10 23:59,2390162.499, ,m,176.6811437,-1.9877815,183.4941
 1832-Dec-10 23:59,2390528.499, , ,176.0079086,-2.342971,183.439
 1833-Dec-10 23:59,2390893.499, , ,175.3351312,-2.2245775,183.4498
 1834-Dec-10 23:59,2391258.499, ,m,174.6618639,-2.109034,183.5099
 1835-Dec-10 23:59,2391623.499, , ,173.9885771,-1.961699,183.5919
 1836-Dec-10 23:59,2391989.499, , ,173.3137873,-2.3486029,183.6727
 1837-Dec-10 23:59,2392354.499, ,m,172.6397528,-2.2214226,183.7379
 1838-Dec-10 23:59,2392719.499, , ,171.96466,-2.0867698,183.7887
 1839-Dec-10 23:59,2393084.499, ,m,171.2877274,-1.9890219,183.8108
 1840-Dec-10 23:59,2393450.499, ,m,170.6071351,-2.3519287,183.7967
 1841-Dec-10 23:59,2393815.499, , ,169.9254711,-2.2367588,183.7411
 1842-Dec-10 23:59,2394180.499, ,m,169.240987,-2.1358593,183.6438
 1843-Dec-10 23:59,2394545.499, , ,168.5540064,-1.9978908,183.5424
 1844-Dec-10 23:59,2394911.499, , ,167.8637626,-2.3851869,183.481
 1845-Dec-10 23:59,2395276.499, ,m,167.1737336,-2.2628806,183.4854
 1846-Dec-10 23:59,2395641.499, , ,166.4833292,-2.1206375,183.5472
 1847-Dec-10 23:59,2396006.499, ,m,165.7927079,-2.0124841,183.6274
 1848-Dec-10 23:59,2396372.499, ,m,165.1003659,-2.3740433,183.7025
 1849-Dec-10 23:59,2396737.499, , ,164.4088689,-2.2447163,183.7661
 1850-Dec-10 23:59,2397102.499, ,m,163.7160392,-2.1418239,183.8071
 1851-Dec-10 23:59,2397467.499, ,m,163.0213696,-2.0071913,183.8244
 1852-Dec-10 23:59,2397833.499, , ,162.3231163,-2.3902326,183.8088
 1853-Dec-10 23:59,2398198.499, ,m,161.6236479,-2.284044,183.7544
 1854-Dec-10 23:59,2398563.499, , ,160.9216132,-2.1483492,183.679
 1855-Dec-10 23:59,2398928.499, , ,160.2171899,-2.0445799,183.608
 1856-Dec-10 23:59,2399294.499, ,m,159.5095232,-2.4170208,183.583
 1857-Dec-10 23:59,2399659.499, , ,158.8024386,-2.2793681,183.6225
 1858-Dec-10 23:59,2400024.499, ,m,158.09491,-2.1726066,183.6991
 1859-Dec-10 23:59,2400389.499, ,m,157.3871465,-2.033672,183.7859
 1860-Dec-10 23:59,2400755.499, , ,156.6776706,-2.4029417,183.866
 1861-Dec-10 23:59,2401120.499, ,m,155.9686698,-2.2955188,183.9284
 1862-Dec-10 23:59,2401485.499, , ,155.2582001,-2.1574258,183.9749
 1863-Dec-10 23:59,2401850.499, , ,154.5456112,-2.0503376,183.9933
 1864-Dec-10 23:59,2402216.499, ,m,153.8289217,-2.4351538,183.9761
 1865-Dec-10 23:59,2402581.499, , ,153.1108713,-2.3042864,183.923
 1866-Dec-10 23:59,2402946.499, ,m,152.3898054,-2.2063495,183.8375
 1867-Dec-10 23:59,2403311.499, ,m,151.6659696,-2.083049,183.7582
 1868-Dec-10 23:59,2403677.499, , ,150.9387235,-2.449256,183.7222
 1869-Dec-10 23:59,2404042.499, ,m,150.2116093,-2.3434392,183.7431
 1870-Dec-10 23:59,2404407.499, ,m,149.4837805,-2.2027064,183.8079
 1871-Dec-10 23:59,2404772.499, , ,148.7554162,-2.0800736,183.884
 1872-Dec-10 23:59,2405138.499, ,m,148.0247398,-2.465264,183.9535
 1873-Dec-10 23:59,2405503.499, , ,147.2943186,-2.3250802,184.0112
 1874-Dec-10 23:59,2405868.499, , ,146.5620165,-2.2218902,184.0452
 1875-Dec-10 23:59,2406233.499, ,m,145.8271704,-2.1066945,184.0529
 1876-Dec-10 23:59,2406599.499, , ,145.0880951,-2.4727506,184.0258
 1877-Dec-10 23:59,2406964.499, ,m,144.3473591,-2.378331,183.9605
 1878-Dec-10 23:59,2407329.499, ,m,143.6034911,-2.2506642,183.8796
 1879-Dec-10 23:59,2407694.499, , ,142.8569272,-2.1298895,183.8117
 1880-Dec-10 23:59,2408060.499, ,m,142.1067906,-2.5217821,183.7955
 1881-Dec-10 23:59,2408425.499, , ,141.356966,-2.3790153,183.8405
 1882-Dec-10 23:59,2408790.499, , ,140.6064659,-2.26442,183.9175
 1883-Dec-10 23:59,2409155.499, ,m,139.8552634,-2.146614,184.0009
 1884-Dec-10 23:59,2409521.499, , ,139.1017883,-2.5013359,184.0769
 1885-Dec-10 23:59,2409886.499, ,m,138.3484207,-2.3988754,184.1349
 1886-Dec-10 23:59,2410251.499, ,m,137.592997,-2.2753408,184.1762
 1887-Dec-10 23:59,2410616.499, , ,136.8350268,-2.1494588,184.1903
 1888-Dec-10 23:59,2410982.499, ,m,136.0724992,-2.5515675,184.1718
 1889-Dec-10 23:59,2411347.499, , ,135.3082094,-2.4212208,184.1244
 1890-Dec-10 23:59,2411712.499, , ,134.5406741,-2.3095284,184.0566
 1891-Dec-10 23:59,2412077.499, ,m,133.7701091,-2.2069367,184.0057
 1892-Dec-10 23:59,2412443.499, , ,132.9958353,-2.5608857,184.0003
 1893-Dec-10 23:59,2412808.499, , ,132.2216075,-2.4546751,184.042
 1894-Dec-10 23:59,2413173.499, ,m,131.4462196,-2.3323542,184.114
 1895-Dec-10 23:59,2413538.499, , ,130.6697763,-2.1939276,184.1908
 1896-Dec-10 23:59,2413904.499, ,m,129.8903618,-2.5918148,184.2587
 1897-Dec-10 23:59,2414269.499, ,m,129.1104791,-2.4598602,184.3146
 1898-Dec-10 23:59,2414634.499, , ,128.3280302,-2.3418552,184.3461
 1899-Dec-10 23:59,2414999.499, ,m,127.5422998,-2.246209,184.3513
 1900-Dec-10 23:59,2415364.499, , ,126.7529618,-2.1141151,184.322
 1901-Dec-10 23:59,2415729.499, , ,125.9598602,-2.0103145,184.2578
 1902-Dec-10 23:59,2416094.499, ,m,125.1629344,-1.9082655,184.1827
 1903-Dec-10 23:59,2416459.499, , ,124.3627072,-1.7725663,184.1253
 1904-Dec-10 23:59,2416825.499, ,m,123.5586835,-2.1672567,184.1167
 1905-Dec-10 23:59,2417190.499, ,m,122.7540796,-2.0426108,184.1605
 1906-Dec-10 23:59,2417555.499, , ,121.9481239,-1.9076086,184.23
 1907-Dec-10 23:59,2417920.499, ,m,121.140681,-1.8080688,184.3046
 1908-Dec-10 23:59,2418286.499, , ,120.3301302,-2.1692319,184.3724
 1909-Dec-10 23:59,2418651.499, , ,119.5186501,-2.0531559,184.4221
 1910-Dec-10 23:59,2419016.499, ,m,118.7041459,-1.9567325,184.4543
 1911-Dec-10 23:59,2419381.499, , ,117.8861337,-1.8230076,184.4587
 1912-Dec-10 23:59,2419747.499, , ,117.0630319,-2.2216829,184.4339
 1913-Dec-10 23:59,2420112.499, ,m,116.2371499,-2.1139658,184.3875
 1914-Dec-10 23:59,2420477.499, , ,115.4074012,-1.9834364,184.3339
 1915-Dec-10 23:59,2420842.499, ,m,114.5741768,-1.8902226,184.307
 1916-Dec-10 23:59,2421208.499, ,m,113.7368437,-2.2562421,184.3272
 1917-Dec-10 23:59,2421573.499, , ,112.8989263,-2.1308451,184.3859
 1918-Dec-10 23:59,2421938.499, ,m,112.0591997,-2.031077,184.4656
 1919-Dec-10 23:59,2422303.499, , ,111.2175331,-1.8928079,184.5453
 1920-Dec-10 23:59,2422669.499, , ,110.372275,-2.2802533,184.6142
 1921-Dec-10 23:59,2423034.499, ,m,109.5253477,-2.1756164,184.6703
 1922-Dec-10 23:59,2423399.499, , ,108.6748106,-2.0443811,184.7027
 1923-Dec-10 23:59,2423764.499, ,m,107.8200729,-1.9525309,184.7099
 1924-Dec-10 23:59,2424130.499, ,m,106.9592685,-2.3362046,184.6869
 1925-Dec-10 23:59,2424495.499, , ,106.0951565,-2.2160556,184.6366
 1926-Dec-10 23:59,2424860.499, ,m,105.2263307,-2.1290898,184.5827
 1927-Dec-10 23:59,2425225.499, ,m,104.3532169,-2.0024625,184.5507
 1928-Dec-10 23:59,2425591.499, , ,103.4753419,-2.3835662,184.5613
 1929-Dec-10 23:59,2425956.499, ,m,102.5959989,-2.2827805,184.6136
 1930-Dec-10 23:59,2426321.499, , ,101.7140665,-2.144238,184.6836
 1931-Dec-10 23:59,2426686.499, , ,100.82941,-2.0421078,184.7562
 1932-Dec-10 23:59,2427052.499, ,m,99.93999357,-2.4278836,184.8214
 1933-Dec-10 23:59,2427417.499, , ,99.04826672,-2.3002831,184.8686
 1934-Dec-10 23:59,2427782.499, ,m,98.15202748,-2.2150745,184.8974
 1935-Dec-10 23:59,2428147.499, ,m,97.25062978,-2.0986427,184.8989
 1936-Dec-10 23:59,2428513.499, , ,96.34248228,-2.4836834,184.8731
 1937-Dec-10 23:59,2428878.499, ,m,95.43021923,-2.3973781,184.8305
 1938-Dec-10 23:59,2429243.499, , ,94.51256504,-2.2709678,184.7877
 1939-Dec-10 23:59,2429608.499, , ,93.59014406,-2.1687085,184.775
 1940-Dec-10 23:59,2429974.499, ,m,92.66204498,-2.5620342,184.8071
 1941-Dec-10 23:59,2430339.499, , ,91.73206005,-2.4292086,184.8719
 1942-Dec-10 23:59,2430704.499, ,m,90.79877667,-2.3348454,184.9538
 1943-Dec-10 23:59,2431069.499, ,m,89.86178189,-2.2207275,185.0347
 1944-Dec-10 23:59,2431435.499, , ,88.91925765,-2.5945521,185.1056
 1945-Dec-10 23:59,2431800.499, ,m,87.97346392,-2.5098544,185.1642
 1946-Dec-10 23:59,2432165.499, ,m,87.02210395,-2.3904812,185.2018
 1947-Dec-10 23:59,2432530.499, , ,86.06472273,-2.2884034,185.2176
 1948-Dec-10 23:59,2432896.499, ,m,85.09915231,-2.7002418,185.2103
 1949-Dec-10 23:59,2433261.499, , ,84.12851052,-2.577981,185.1846
 1950-Dec-10 23:59,2433626.499, , ,83.1513434,-2.4914603,185.1633
 1951-Dec-10 23:59,2433991.499, ,m,82.16793042,-2.3909648,185.1662
 1952-Dec-10 23:59,2434357.499, , ,81.17754404,-2.7625329,185.2046
 1953-Dec-10 23:59,2434722.499, ,m,80.18381667,-2.6777062,185.2738
 1954-Dec-10 23:59,2435087.499, ,m,79.18500538,-2.5599802,185.3538
 1955-Dec-10 23:59,2435452.499, , ,78.18090014,-2.4501776,185.4343
 1956-Dec-10 23:59,2435818.499, ,m,77.16902695,-2.8642671,185.5073
 1957-Dec-10 23:59,2436183.499, , ,76.15207136,-2.7459714,185.5642
 1958-Dec-10 23:59,2436548.499, , ,75.12764168,-2.6596529,185.6042
 1959-Dec-10 23:59,2436913.499, ,m,74.09487506,-2.5759958,185.6209
 1960-Dec-10 23:59,2437279.499, , ,73.05180192,-2.9599381,185.6149
 1961-Dec-10 23:59,2437644.499, ,m,72.00168122,-2.8869204,185.5977
 1962-Dec-10 23:59,2438009.499, ,m,70.94271916,-2.7902469,185.5839
 1963-Dec-10 23:59,2438374.499, , ,69.87558137,-2.681846,185.5977
 1964-Dec-10 23:59,2438740.499, ,m,68.79890502,-3.1026019,185.6478
 1965-Dec-10 23:59,2439105.499, ,m,67.71668014,-2.9887701,185.7233
 1966-Dec-10 23:59,2439470.499, , ,66.62706145,-2.8948381,185.8129
 1967-Dec-10 23:59,2439835.499, ,m,65.52927583,-2.8185636,185.9025
 1968-Dec-10 23:59,2440201.499, , ,64.42086742,-3.2032128,185.985
 1969-Dec-10 23:59,2440566.499, , ,63.30474314,-3.1331047,186.0573
 1970-Dec-10 23:59,2440931.499, ,m,62.17790622,-3.0532201,186.1132
 1971-Dec-10 23:59,2441296.499, , ,61.03978585,-2.9553225,186.1528
 1972-Dec-10 23:59,2441662.499, ,m,59.88769776,-3.3955654,186.1782
 1973-Dec-10 23:59,2442027.499, ,m,58.72520787,-3.3060708,186.1954
 1974-Dec-10 23:59,2442392.499, , ,57.55040851,-3.2248733,186.2238
 1975-Dec-10 23:59,2442757.499, ,m,56.36329056,-3.1661774,186.2766
 1976-Dec-10 23:59,2443123.499, , ,55.16217338,-3.5640454,186.359
 1977-Dec-10 23:59,2443488.499, , ,53.9512519,-3.4973937,186.465
 1978-Dec-10 23:59,2443853.499, ,m,52.72761729,-3.433335,186.5807
 1979-Dec-10 23:59,2444218.499, , ,51.49046,-3.3450599,186.6986
 1980-Dec-10 23:59,2444584.499, ,m,50.2362823,-3.7959674,186.8135
 1981-Dec-10 23:59,2444949.499, ,m,48.96800857,-3.7330751,186.9187
 1982-Dec-10 23:59,2445314.499, , ,47.68215714,-3.6688975,187.0146
 1983-Dec-10 23:59,2445679.499, ,m,46.37715687,-3.6426018,187.0979
 1984-Dec-10 23:59,2446045.499, ,m,45.04944607,-4.0790326,187.1712
 1985-Dec-10 23:59,2446410.499, , ,43.70285626,-4.0428097,187.2442
 1986-Dec-10 23:59,2446775.499, ,m,42.33388868,-4.0234826,187.3276
 1987-Dec-10 23:59,2447140.499, , ,40.94202196,-3.9711532,187.4372
 1988-Dec-10 23:59,2447506.499, , ,39.523867,-4.4550202,187.578
 1989-Dec-10 23:59,2447871.499, ,m,38.08309778,-4.4375871,187.7439
 1990-Dec-10 23:59,2448236.499, , ,36.61526907,-4.4123908,187.9295
 1991-Dec-10 23:59,2448601.499, ,m,35.11751147,-4.436684,188.128
 1992-Dec-10 23:59,2448967.499, ,m,33.5837115,-4.9373377,188.3369
 1993-Dec-10 23:59,2449332.499, , ,32.01598624,-4.9673988,188.5561
 1994-Dec-10 23:59,2449697.499, ,m,30.40692095,-5.0389082,188.7856
 1995-Dec-10 23:59,2450062.499, , ,28.75175186,-5.0937731,189.0311
 1996-Dec-10 23:59,2450428.499, , ,27.04160247,-5.6945247,189.3007
 1997-Dec-10 23:59,2450793.499, ,m,25.27619842,-5.8328453,189.6054
 1998-Dec-10 23:59,2451158.499, , ,23.44441441,-5.9830818,189.9669
 1999-Dec-10 23:59,2451523.499, , ,21.53583423,-6.2229577,190.4074
 2000-Dec-10 23:59,2451889.499, ,m,19.53225372,-7.0056563,190.9567
 2001-Dec-10 23:59,2452254.499, , ,17.42139954,-7.3976992,191.6508
 2002-Dec-10 23:59,2452619.499, ,m,15.16827784,-7.9907457,192.5591
 2003-Dec-10 23:59,2452984.499, ,m,12.72296667,-8.8295648,193.826
 2004-Dec-10 23:59,2453350.499, , ,9.987917106,-10.7272438,195.8137
 2005-Dec-10 23:59,2453715.499, ,m,6.760892249,-13.7385739,199.7892
 2006-Dec-10 23:59,2454080.499, , ,1.910397185,-37.8404084,229.2026
 2007-Dec-10 23:59,2454445.499, , ,5.861328149,17.5875398,158.9206
 2008-Dec-10 23:59,2454811.499, ,m,9.27285413,13.6868179,163.6897
 2009-Dec-10 23:59,2455176.499, , ,12.08751318,12.1411397,165.8987
 2010-Dec-10 23:59,2455541.499, ,m,14.5855757,11.207416,167.2612
 2011-Dec-10 23:59,2455906.499, ,m,16.87457942,10.6120529,168.1974
 2012-Dec-10 23:59,2456272.499, , ,19.01703783,9.7657334,168.8797
 2013-Dec-10 23:59,2456637.499, ,m,21.03567302,9.4317552,169.4041
 2014-Dec-10 23:59,2457002.499, , ,22.95900843,9.2072015,169.8307
 2015-Dec-10 23:59,2457367.499, , ,24.80267967,9.0147841,170.1989
 2016-Dec-10 23:59,2457733.499, ,m,26.58286013,8.4316989,170.5365
 2017-Dec-10 23:59,2458098.499, , ,28.29845352,8.3347712,170.8514
 2018-Dec-10 23:59,2458463.499, ,m,29.96103949,8.2314615,171.1569
 2019-Dec-10 23:59,2458828.499, ,m,31.57609151,8.1688125,171.4528
 2020-Dec-10 23:59,2459194.499, , ,33.1529139,7.6918169,171.7315
 2021-Dec-10 23:59,2459559.499, ,m,34.68664188,7.6396004,171.9807
 2022-Dec-10 23:59,2459924.499, ,m,36.18568522,7.636405,172.1797
 2023-Dec-10 23:59,2460289.499, , ,37.6536875,7.6307058,172.3217
 2024-Dec-10 23:59,2460655.499, ,m,39.09776663,7.1775251,172.4201
 2025-Dec-10 23:59,2461020.499, , ,40.51212528,7.2111282,172.4913
 2026-Dec-10 23:59,2461385.499, , ,41.90255851,7.2164871,172.561
 2027-Dec-10 23:59,2461750.499, ,m,43.27026579,7.240886,172.6423
 2028-Dec-10 23:59,2462116.499, , ,44.62035235,6.8381687,172.7394
 2029-Dec-10 23:59,2462481.499, ,m,45.94562358,6.8517803,172.8607
 2030-Dec-10 23:59,2462846.499, ,m,47.25079705,6.9009191,173.0003
 2031-Dec-10 23:59,2463211.499, , ,48.53678128,6.9459322,173.1545
 2032-Dec-10 23:59,2463577.499, ,m,49.80822417,6.523889,173.3124
 2033-Dec-10 23:59,2463942.499, , ,51.05884611,6.5917997,173.446
 2034-Dec-10 23:59,2464307.499, , ,52.29375799,6.6382313,173.5377
 2035-Dec-10 23:59,2464672.499, ,m,53.51433404,6.6917168,173.5793
 2036-Dec-10 23:59,2465038.499, , ,54.72559078,6.3223041,173.5811
 2037-Dec-10 23:59,2465403.499, ,m,55.92096096,6.3722731,173.5739
 2038-Dec-10 23:59,2465768.499, ,m,57.10432991,6.4454614,173.5738
 2039-Dec-10 23:59,2466133.499, , ,58.27588073,6.5258648,173.5953
 2040-Dec-10 23:59,2466499.499, ,m,59.43903923,6.1196311,173.648
 2041-Dec-10 23:59,2466864.499, , ,60.58670178,6.2051023,173.7284
 2042-Dec-10 23:59,2467229.499, , ,61.72242089,6.271954,173.8407
 2043-Dec-10 23:59,2467594.499, ,m,62.84624594,6.3292672,173.9757
